IDX	S1	S2	A1	A2	A3	A1_Label	A2_Label	A3_Label
1976	I taught my daughter fingerspelling.	They have learned a lot of knowledge.	This new learning method has shaped their knowledge acquisition process.	However, my daughter doesn't use fingerspelling for all her studies.	The tool I taught my daughter increased their learning capacity.	NONE	FALSE	TRUE
1977	A physicist made the magnetic field change with time.	He changed its ranges many times.	The physicist was not the only one altering the magnetic field.	The lab's power supply fluctuated during the experiment.	The physicist's experiment caused the induction.	FALSE	NONE	TRUE
1978	A biologist looked closely at the structure of the tracheids.	He found that they were closed tubes with pits along their length.	He had already seen the structure of the tracheids in the biology textbook.	The biologist's observation influenced his future research direction.	Tracheids are closed tubes with pits along their length.	FALSE	NONE	TRUE
1979	Jack will soon be discharged from the army.	He attended a military ceremony before leaving the army.	The ceremony Jack attended wasn't related to his departure.	The promotion ceremony was affected by his discharge plan.	Jack's departure was marked by a military event.	FALSE	NONE	TRUE
1980	The Vulture went back to its home.	He fed it and touched it.	Vultures are social animals.	The man was wearing a haptic suit while interacting with the virtual reality program.	The man was a wildlife rehabilitator specializing in vultures.	NONE	FALSE	TRUE
1981	He went to check his lung's airways today. Bronchoscopes are instruments used to examine the lung's airways.	The doctor used a bronchoscope to examine him.	The clinic's power outage affected both the patient's visit and procedure.	His persistent coughing led to scheduling the bronchoscope procedure.	The appointment was for a routine physical, not a bronchoscopy.	NONE	TRUE	FALSE
1982	It is said that there are many witches in the Middle Age Europe.	Archaeologists immediately denied the validity of this news.	The archaeologists were not experts in the field of witchcraft.	Public opinion is swayed by both the news and the archaeologists' denial.	The archaeologists' specialization is in debunking ancient artifacts.	FALSE	NONE	TRUE
1983	Tom recently became interested in soil. Aggregates are a basic unit of soil structure.	He began his study with the aggregate.	Tom's studies have influenced his perception of both soil and aggregates.	Tom's curiosity about soil led him to study aggregates.	Tom's interest in soil is broad, not just aggregates.	NONE	TRUE	FALSE
1984	The escape path is short, simple and straight. Paths have scope.	The escape path has a small scope.	Due to its straightforward design, the escape route's reach is limited.	Despite its simplicity, the escape route's range isn't necessarily small.	The escape route's design and scope could both affect the user's speed.	TRUE	FALSE	NONE
1985	Tom peeled the seed covering of the plant.	He found that reactions involved in initial breakdown of energy-rich nutrients occurred in it.	Tom's findings provided no evidence to suggest a correlation with Mace.	Mace comes from the seed covering of a plant.	Tom's curiosity about the seed's energy processes led to his discovery.	FALSE	NONE	TRUE
1986	Tom is observing the structure of enterovirus with a microscope.	He does not find any envelope.	Envelopes are present only in some viruses.	The lab's temperature fluctuates, affecting the virus's structural integrity.	The microscope's resolution is high enough to see envelopes.	TRUE	NONE	FALSE
1987	This sentence has a purely-rising intonation.	It has a meaningful change of it rising voice pitch.	The audience's understanding was influenced by the speaker's intonation.	Intonation is defined as being a meaningful change of voice pitch within an spoken utterance.	The speaker's rising pitch was due to his nervousness.	NONE	TRUE	FALSE
1988	The man said he needed some materials.	His son brought some fresh vegetables.	The man's need for materials has nothing to do with his son's actions.	Materials have measurements.	The man's request was for vegetables, which his son brought.	FALSE	NONE	TRUE
1989	Susan observed comets with a telescope.	She can often observe them from the direction of hercules.	The telescope's lens becomes foggy, affecting the clarity of observation.	Susan's observations are frequently obstructed by atmospheric conditions, altering her perception of comet directionality.	Comets appear to come primarily from the direction of the constellation hercules.	NONE	FALSE	TRUE
1990	He bitterly regretted that the man had robbed him of the chance.	A year passed and he didn't find a chance.	The man was the gatekeeper of all potential chances.	The man's actions didn't entirely block other possibilities.	The area's economy was affected by the lack of chances.	TRUE	FALSE	NONE
1991	They wanted to make leather. Leather is made from cattle hides.	They bought many cattle hides.	The decision impacted their reputation in the leather industry.	So, they decided to source their own raw material.	The hides were actually bought for a decoration project.	NONE	TRUE	FALSE
1992	Martin Luther King's speech stimulated many people. Stimuli trigger events.	The result has been round after round of marches and protests.	The stirring oration resulted in a wave of civil action.	Public sentiment influenced both the delivery of the speech and the protests.	The protests were due to a controversial policy, not the speech.	TRUE	NONE	FALSE
1993	The doctor cut off Tom's tonsils. Tonsils are also aggregates of lymph nodules.	According to the test, Tom's lymph nodes have decreased.	The surgical procedure and test results influenced Tom's overall health condition.	The test results revealed that Tom's lymph nodes were unaffected by the surgery.	The surgical procedure led to a reduction in Tom's lymphatic system.	NONE	FALSE	TRUE
1994	Tom felt something wrong with his body and went to hospital.	He was diagnosed with something wrong with ventricular.	Hypertension is one of the most common causes of left ventricular hypertrophy.	Tom's ventricular issue was actually due to a genetic disorder.	His test results indicated hypertension, leading to his ventricular diagnosis.	NONE	FALSE	TRUE
1995	A tsunami came to Jack's hometown last year.	His friends backed hims forever than.	The disaster made them realize the importance of friendship.	Their shared passion for surfing was affected by the tsunami.	Jack's friends were supportive, but not because of the tsunami.	TRUE	NONE	FALSE
1996	I don't like these with long greasy hair of blackish-blue to dull dark green. Ogres have long greasy hair of blackish-blue to dull dark green.	I hate ogres.	My distaste for this hair color and texture is directed towards ogres.	My general dislike for mythical creatures confuses my feelings for ogres.	My hatred for ogres is unrelated to their hair.	TRUE	NONE	FALSE
1997	This establishment is not staffed by any physician.	It is not a hospital.	The establishment's reputation has been affected due to lack of a physician.	Hospitals are establishments permanently staffed by at least one physician.	The establishment is a gym, which doesn't require a physician.	NONE	TRUE	FALSE
1998	The car accident caused damage to her vagina and nearby tissues.	She received post-surgery medical care for the trauma.	Mastectomy is a traumatic procedure usually requiring post-surgery medical care.	The car crash and subsequent surgery necessitated her medical treatment.	The medical care was for a different unrelated health issue.	NONE	TRUE	FALSE
